symbol	code	company	price	high_52w	low_52w	range_position	sector	industry	market	volume	relative_volume	market_cap	per	pbr	dividend_yield	eps_ttm	perf_1y	flags
TSE:3627	3627	テクミラホールディングス	263	335	243	21.7	テクノロジーサービス	ITサービス	TSE	9700	0.86	3302559494		0.53	2.65	-2.99	-15.97	小型|低流動性|赤字TTM
TSE:3423	3423	エスイー	265	335	260	6.7	生産財製造	建築製品	TSE	92100	8.35	8189395660		0.79	4.78	-11.66	0.76	小型|低流動性|出来高過熱|赤字TTM|52週安値圏
TSE:9444	9444	トーシンホールディングス	266	630	163	22.1	流通サービス	電子専門商社	TSE	9800	0.44	1687722349		1.62	0	-212.87	-57.23	極小時価総額|低流動性|赤字TTM
TSE:2479	2479	ジェイテック	267	269	217	96.2	商業サービス	その他法人向けサービス	TSE	38100	0.39	2123578398	12.5	1.54	4.85	21.37	6.8	小型|低流動性|52週高値圏
TSE:4679	4679	田谷	267	394	216	28.7	消費者サービス	その他消費者向けサービス	TSE	7200	2.79	1970819352		2.69	0	-30.1	7.23	極小時価総額|低流動性|赤字TTM
TSE:6664	6664	オプトエレクトロニクス	267	451	229	17.1	電子テクノロジー	コンピューター周辺機器	TSE	52000	11.18	3900000000		0.53	0	-53.74	-18.84	小型|低流動性|出来高過熱|赤字TTM
TSE:4650	4650	ＳＤエンターテイメント	270	310	260	20.0	消費者サービス	映画・エンターテインメント	TSE	5100	1.35	2417583218	8.24	1.36	0	32.75	-10.89	小型|低流動性
TSE:6572	6572	オープングループ	270	401	193	37.0	テクノロジーサービス	パッケージソフトウェア	TSE	140900	1.02	17209165161	19.91	1.42	1.8	13.56	-32.5	
TSE:441A	441A	ＮＥ	271	420.5	206	30.3	テクノロジーサービス	パッケージソフトウェア	TSE	70100	1.25	8972238483	9.21	1.86	0	29.41	-27.73	小型|低流動性
TSE:1443	1443	技研ホールディングス	272	375	218	34.4	産業サービス	エンジニアリング・建設	TSE	40200	0.98	4416196686	6.88	0.34	0.4	39.51	11.02	小型|低流動性
TSE:6835	6835	アライドテレシスホールディングス	272	381	194	41.7	電子テクノロジー	通信機器	TSE	99300	0.45	28395190887	8.5	1.32	4.4	32.0	25.35	低流動性
TSE:7359	7359	東京通信グループ	275	424	207	31.3	テクノロジーサービス	パッケージソフトウェア	TSE	216800	5.05	2629407932	8.68	2.99	0	31.67	-36.19	小型|出来高過熱
TSE:9854	9854	愛眼	275	325	165	68.8	ヘルスケアテクノロジー	専門医療製品	TSE	66100	1.46	5337136793	15.08	0.43	0	18.24	41.03	小型|低流動性
TSE:2936	2936	ベースフード	276	500	255	8.6	非耐久消費財	食品: 専門品・菓子	TSE	55300	2.16	15003742153	108.79	12.95	0	2.54	-41.53	低流動性|52週安値圏
TSE:9972	9972	アルテック	276	319	255	32.8	流通サービス	卸売業者	TSE	4900	0.58	2913172188		0.42	2.54	-170.4	2.22	小型|低流動性|赤字TTM
TSE:4176	4176	ココナラ	279	510	238	15.1	テクノロジーサービス	パッケージソフトウェア	TSE	79700	1.3	6693378334	22.07	2.31	0	12.64	-46.35	小型|低流動性
TSE:4265	4265	ＩＮＳＴＩＴＵＴＩＯＮ　ＦＯＲ　Ａ　ＧＬＯＢＡＬ　ＳＯＣＩＥＴＹ	280	528	208	22.5	テクノロジーサービス	パッケージソフトウェア	TSE	30300	1.8	1350872152		3.43	0	-68.08	-51.81	極小時価総額|低流動性|赤字TTM
TSE:3236	3236	プロパスト	281	420	221	30.2	金融	不動産開発	TSE	51700	0.65	9740406067	5.03	0.68	2.83	55.86	11.95	小型|低流動性
TSE:2156	2156	セーラー広告	282	385	251	23.1	商業サービス	広告・マーケティングサービス	TSE	3700	0.82	1178103478	85.48	0.65	2.13	3.3	-24.6	極小時価総額|低流動性
TSE:7859	7859	アルメディオ	282	369	152	59.9	生産財製造	電気製品	TSE	116400	0.8	5815261148		0.72	1.6	-23.74	24.78	小型|赤字TTM
TSE:2471	2471	エスプール	285	350	222	49.2	商業サービス	その他法人向けサービス	TSE	443900	1.57	22674046646	16.9	2.29	3.48	16.86	-19.49	
TSE:2693	2693	ＹＫＴ	285	548	221	19.6	流通サービス	電子専門商社	TSE	28500	1.1	3320235155	10.3	0.41	1.75	27.67	12.65	小型|低流動性
TSE:7162	7162	アストマックス	285	519	198	27.1	公益事業	電気事業	TSE	72800	1.76	3716078802	3.41	0.57	2.77	83.67	13.55	小型|低流動性
TSE:543A	543A	ＡＲＣＨＩＯＮ	286	562	257	9.5	耐久消費財	自動車	TSE	20460800	0.9	832715132699	1.9	0.84	0	150.56	-28.5	52週安値圏
TSE:607A	607A	エブリー	286	317	210	71.0	消費者サービス	映画・エンターテインメント	TSE	659500	0.26	6007915813					-2.72	小型
TSE:6031	6031	ＺＥＴＡ	287	412	218	35.6	商業サービス	広告・マーケティングサービス	TSE	54400	1.05	5739783756	36.4	6.91	1.59	7.88	-26.41	小型|低流動性
TSE:3350	3350	メタプラネット	288	662	192	20.4	金融	投資銀行・ブローカー	TSE	54483300	2.3	326911234131		1.08	0	-241.31	-49.38	赤字TTM
TSE:4735	4735	京進	288	390	279	8.1	消費者サービス	その他消費者向けサービス	TSE	7200	1.17	2289008231		0.6	1.7	-14.28	-7.1	小型|低流動性|赤字TTM|52週安値圏
TSE:3998	3998	すららネット	289	398	287	1.8	商業サービス	その他法人向けサービス	TSE	6100	1.73	1954386028		0.83	0	-7.25	-26.28	極小時価総額|低流動性|赤字TTM|52週安値圏
TSE:5928	5928	アルメタックス	290	329	250	50.6	生産財製造	建築製品	TSE	400	0.1	3009229497	23.57	0.33	2.75	12.31	1.05	小型|低流動性
TSE:3910	3910	エムケイシステム	292	330	257	47.9	テクノロジーサービス	パッケージソフトウェア	TSE	7300	1.65	1552263298	4.87	1.78	2.8	59.96	-7.01	極小時価総額|低流動性
TSE:4438	4438	Ｇ−ＷＥＬＢＹ	292	558	231	18.7	テクノロジーサービス	パッケージソフトウェア	TSE	160000	0.64	2547536596		27.67	0	-62.54	-9.88	小型|赤字TTM
TSE:5618	5618	ナイル	292	440	274	10.8	商業サービス	その他法人向けサービス	TSE	2500	1.84	2492745434		7.34	0	-16.42	-31.46	小型|低流動性|赤字TTM|52週安値圏
TSE:6776	6776	天昇電気工業	292	314	249	66.2	生産財製造	その他製造	TSE	19600	1.52	4882993349	10.87	0.44	1.74	26.86	8.96	小型|低流動性
TSE:2181	2181	パーソルホールディングス	292.8	304.3	218	86.7	商業サービス	人材サービス	TSE	13048700	1.23	663281876121	14.79	2.95	3.94	19.8	6.16	52週高値圏
TSE:5010	5010	日本精蝋	293	370	180	59.5	素材産業	特殊化学	TSE	61000	0.45	5786544901	5.04	0.76	0	58.11	47.24	小型|低流動性
TSE:6537	6537	ＷＡＳＨハウス	293	494	288	2.4	商業サービス	その他法人向けサービス	TSE	10100	0.67	2029142136		1.24	0	-18.8	-32.64	小型|低流動性|赤字TTM|52週安値圏
TSE:4512	4512	わかもと製薬	294	380	240	38.6	ヘルスケアテクノロジー	大手医薬品	TSE	37800	1.16	10342788528	29.8	0.87	1.17	9.87	-0.68	低流動性
TSE:4593	4593	ヘリオス	294	572	208	23.6	ヘルスケアテクノロジー	大手医薬品	TSE	1994000	1.17	41205772217	107.52	4.52	0	2.73	-52.73	
TSE:5535	5535	ミガロホールディングス	295	854	243	8.5	金融	不動産開発	TSE	143700	0.81	18787556511	12.79	1.24	2.92	23.06	-67.26	52週安値圏
TSE:3134	3134	ＨＡＭＥＥ	296	1479	250	3.7	小売業	インターネット小売	TSE	32300	0.41	4739709878	8.23	0.68	7.58	35.96	-79.52	小型|低流動性|52週安値圏
TSE:8254	8254	さいか屋	297	557	207	25.7	小売業	百貨店	TSE	104600	0.25	2485902995	32.43	2.86	1.68	9.16	-49.4	小型
TSE:4484	4484	Ｇ−ランサーズ	299	324	251	65.8	テクノロジーサービス	ITサービス	TSE	27500	3.29	4873557472	53.92	3.53	0.67	5.54	-4.17	小型|低流動性|出来高過熱
TSE:9419	9419	ワイヤレスゲート	299	354	232	54.9	通信	無線通信	TSE	13300	1.02	3276557877	11.06	1.9	0	27.03	7.17	小型|低流動性
TSE:3042	3042	セキュアヴェイル	300	438	270	17.9	テクノロジーサービス	インターネットソフトウェア・サービス	TSE	25900	1.22	2376071516	101.16	1.93	1.62	2.97	-9.64	小型|低流動性
TSE:4918	4918	アイビー化粧品	300	460	248	24.5	非耐久消費財	日用品・パーソナルケア	TSE	19200	1.75	1703557777	10.65	0.83	5	28.16	-20	極小時価総額|低流動性
